filename,has_parallel_sides,angle_z,pos_x,pos_y
images_png\69.png,no,77.27398476282123,51.60052044823659,47.59255848479492
images_png\70.png,yes,-35.98875313691112,49.63151036532034,46.25240636242938
images_png\71.png,yes,-76.79275569740373,50.68884576258452,49.400805506318264
images_png\72.png,yes,-75.19740214090068,47.8593092779524,49.11533885571367
images_png\73.png,no,-46.47234149168323,50.57191125809663,45.50767961191824
images_png\74.png,no,29.546224881287344,49.296463731012615,51.79393405895856
images_png\75.png,yes,58.69425559989366,54.47528798225332,53.7977780824529
images_png\76.png,no,51.69938902774218,53.488769355682564,47.59718973119476
images_png\77.png,no,77.56015162980201,52.582469474627636,52.61365074857287
images_png\78.png,no,-2.891349194233337,46.883903043575906,48.21423799416076
images_png\79.png,no,-2.8726701597572557,45.38041850709056,53.36234309670311
images_png\80.png,no,57.12560429151964,54.37721862577989,47.58691397588513
images_png\81.png,yes,16.32719145941936,51.16975634815632,54.629794860922175
images_png\82.png,no,41.898874234121706,51.37506386639317,45.773534441598294
images_png\83.png,yes,8.401873094875373,46.01365506692245,54.06622719574155
images_png\84.png,yes,1.2010756456118057,53.21047353741775,52.918429404534024
images_png\85.png,yes,-24.330946348363895,54.955016201270126,48.42213397089272
images_png\86.png,yes,-53.18853823504638,46.504658434397165,47.3576098029731
images_png\87.png,no,-50.15044500832949,50.51507676475449,47.711142573516774
images_png\88.png,no,3.9005959626559346,54.07550010705821,49.11507821344696
images_png\89.png,yes,64.25693770628354,52.91263362551976,49.666695534605
images_png\90.png,yes,19.308671900496126,52.78057606864627,45.746811483876336
images_png\91.png,yes,85.61035471299658,46.03868448622361,51.437179634180005
images_png\92.png,yes,88.79884304516484,47.75794510756483,53.132784596717826
images_png\93.png,yes,71.14225724235085,48.4946112012567,53.950144313282436
images_png\94.png,yes,-81.79485468989633,47.724785925751746,53.80539159909343
images_png\95.png,no,28.384963396057675,45.89098859038732,54.575519364921206
images_png\96.png,no,84.53631909759928,54.391909134179656,53.24204772656708
images_png\97.png,yes,-71.0856757212723,54.19788445313356,47.824114127201554
images_png\98.png,yes,59.8436459000472,47.09121222092264,53.812154055648854
images_png\99.png,no,-6.298861333545503,47.679067073936714,54.99284005348838
images_png\100.png,yes,44.498511213315126,49.46723806474826,53.169775227461294
images_png\101.png,yes,27.647060836451992,52.33196880807938,51.03247377187632
images_png\102.png,no,-13.169808834031901,54.7119591656727,45.79073568615583
images_png\103.png,no,17.23970064100451,54.28589918025369,49.73358010496901
images_png\104.png,yes,14.168465916405479,47.31288977712026,52.99344683683524
images_png\105.png,yes,-60.826079385978346,49.22366341775083,50.46481205598965
images_png\106.png,yes,86.03665066722402,47.12546122884763,50.71643005978556
images_png\107.png,yes,-84.66983808782696,49.14825743667707,52.264992205821976
images_png\108.png,no,31.55950743806048,51.736684478669424,45.63477980876445
images_png\109.png,yes,-12.9556612634087,46.36601097835068,54.97212867668868
images_png\110.png,no,82.32732522788204,46.9847898754677,47.45469550554455
images_png\111.png,yes,27.452374662769596,47.057317467080416,50.50541377750223
images_png\112.png,no,37.08518482910166,54.61001232289582,47.90500308159274
images_png\113.png,no,-18.4420706093414,47.28093464596401,45.20180256737017
images_png\114.png,no,53.14078597137829,52.15769919136664,50.17339625484434
images_png\115.png,yes,27.523626856930303,45.23806740426964,46.15962768742026
images_png\116.png,no,26.850443204202925,50.99969390544436,46.64478396529407
images_png\117.png,yes,80.83375080918059,47.8052959021044,48.66751500215282
images_png\118.png,yes,62.9795295238095,45.742243347044294,45.66857952568194
images_png\119.png,yes,-20.31721704230631,54.63540122984327,49.387019872010725
images_png\120.png,yes,26.171689397617964,52.877472071070336,46.859633638149845
images_png\121.png,no,-50.65389847516325,49.79306065667417,48.54317842051885
images_png\122.png,no,37.2510278226699,54.6082812794832,51.75088003627227
images_png\123.png,yes,-48.53292898493339,51.66610039767196,53.44606077051007
images_png\124.png,yes,-68.58943187123855,53.19235075952292,52.63223758782968
images_png\125.png,yes,-64.3443034543421,46.37085514255327,47.1796630620837
images_png\126.png,yes,23.157888419859646,49.35300212531564,53.815935872258365
images_png\127.png,yes,-85.90962256719111,54.831731201456854,50.501925884406184
images_png\128.png,yes,-29.074469342289063,47.50576680016652,52.7707026603631
images_png\129.png,yes,-29.400930421072676,51.98745062264499,47.90584827229595
images_png\130.png,no,17.766782762153692,49.555953804508036,47.475179632614726
images_png\131.png,no,-34.73949391390635,52.74671091002671,47.39425023858803
images_png\132.png,no,81.43751238461581,52.27177612364274,47.87111450753555
images_png\133.png,no,27.635826651632375,49.555909914111226,51.138832049093196
images_png\134.png,yes,-71.05040723282397,52.68346707758111,53.8454137036228
images_png\135.png,yes,-86.86079674050649,49.429105950680686,45.27025719657925
images_png\136.png,yes,73.06123698371498,53.10204262115907,47.983811550578935
images_png\137.png,no,-55.20881845948513,48.467172436646294,53.58428688891896
images_png\138.png,no,-82.55157238475486,52.62482841149528,52.28654185620193
images_png\139.png,yes,8.49218243308506,47.78074881936419,47.93279806312186
images_png\140.png,yes,-80.06653089284274,54.877500118608424,48.381338602913715
images_png\141.png,no,61.85952792946278,53.754652946684466,47.229479376174396
images_png\142.png,yes,33.43356961567345,46.017093212095425,48.59444780871723
images_png\143.png,no,-68.1225119363946,48.43881511358731,46.630308516569194
images_png\144.png,no,-38.53593679283751,50.90855370267547,49.237824960344284
images_png\145.png,no,-39.7507790681225,53.288904111095626,54.0780647451113
images_png\146.png,yes,-68.11042887641634,53.17365470009649,45.03400326546891
images_png\147.png,yes,-34.08476990229674,50.51408223562007,48.0063865161362
images_png\148.png,no,42.342263152617264,47.33890273298383,46.39771678562987
images_png\149.png,yes,25.66231243021405,49.81411421662715,48.809441779938275
images_png\150.png,yes,25.508313219327135,49.03418442322582,48.024965426993994
images_png\151.png,no,43.578574213908844,48.055700878005595,45.364419950960446
images_png\152.png,no,-27.28969287635154,53.71689877358979,45.07668416753538
images_png\153.png,no,-11.289193883565268,54.98799722822091,48.65920258383339
images_png\154.png,yes,86.3294776583563,48.52841658078005,48.97185116616429
images_png\155.png,yes,-90.69896379702269,50.7014485549087,49.85735721599164
images_png\156.png,no,44.057038373562754,48.79966714229508,47.07461516722576
images_png\157.png,yes,77.99579159830773,49.521734323000416,51.5701910719044
images_png\158.png,no,-79.46318061817485,54.99404734566287,54.559412323479584
images_png\159.png,yes,25.846022814387627,45.56242968027851,54.21968317061967
images_png\160.png,yes,-69.60840682441732,49.30468044618544,51.47588460286419
images_png\161.png,yes,51.225185934842465,45.823750380018566,45.31108416391947
images_png\162.png,yes,67.70453819312046,45.798432144345554,53.98513755433962
images_png\163.png,yes,-62.88104343064266,51.818036698818474,50.42485167906439
images_png\164.png,yes,-29.477372048815205,48.49877156072033,47.55199226574285
images_png\165.png,no,-56.2583617289149,51.04692320415685,45.71785572476149
images_png\166.png,no,-29.577247720868748,47.997421737329105,52.159172508804815
images_png\167.png,no,8.405522981840438,49.91229112653751,46.87899119359968
images_png\168.png,no,7.260167098751351,51.25564263308183,50.86127469759419
images_png\169.png,yes,-42.52091713862371,49.13321322211266,50.14479734117376
images_png\170.png,yes,-31.543587054255017,52.96923765046613,52.20704039979575
images_png\171.png,yes,-60.5292034563674,54.943354728797935,53.73594128815586
images_png\172.png,no,1.9266693689227077,53.11298366544888,51.20143103584619
images_png\173.png,yes,45.866474181706785,50.50162683704867,49.37194697830891
images_png\174.png,no,-78.38844976681858,45.87520734108588,49.77576865493907
images_png\175.png,no,-0.6177069239400186,53.121932023002906,46.3796658881051
images_png\176.png,yes,42.32342831099145,49.92372715460707,51.22677489747417
images_png\177.png,no,-47.19283367977033,49.11070720272401,46.029425368147024
images_png\178.png,yes,81.17620510217654,52.12016439999702,53.17065771229258
images_png\179.png,yes,-55.48269851793076,52.86994158830595,46.972132826501344
images_png\180.png,yes,65.33567844834468,51.16476085365222,45.94525793537198
images_png\181.png,no,26.709879919618146,54.126055737405835,48.263443836699416
images_png\182.png,no,29.98003353500827,52.90491335140839,51.776408832230224
images_png\183.png,yes,56.12981509637125,48.64465163388022,51.333040683831086
images_png\184.png,yes,35.578153549258644,46.09634649580724,53.635928444346845
images_png\185.png,yes,24.03792685809885,49.60135669445371,46.7609776662221
images_png\186.png,yes,27.66912745617158,52.53039521830879,46.93864192673018
images_png\187.png,yes,-90.05025940553946,46.15366622227675,45.19346899351637
images_png\188.png,no,66.85485289614614,48.08015575012845,50.06761213755093
images_png\189.png,yes,-11.544850855155312,50.21536091287076,50.9183062488761
images_png\190.png,no,41.986019097123176,54.803799018507476,52.58474832786102
images_png\191.png,no,-85.13756729969427,48.65242675326474,54.633280909652825
images_png\192.png,no,32.621200381635155,51.50481362650799,54.7986865910181
images_png\193.png,yes,-66.36399423212607,50.286901967313156,51.749329069220096
images_png\194.png,no,12.55000407981851,48.84837088153984,54.551460191916036
images_png\195.png,yes,73.36726848013912,49.500755655162536,49.71261609281933
images_png\196.png,no,-50.77023447284603,47.27021217816764,47.11766066780232
images_png\197.png,no,-5.733676788470044,46.73167971537771,52.72211157120842
images_png\198.png,yes,18.78132104692431,45.49237706433548,48.14024922054126
images_png\199.png,no,-34.70316453947157,53.1084077371274,51.81902663833405
images_png\200.png,yes,74.71888240778263,53.77435419367326,46.86840252596994
images_png\201.png,yes,28.907603458301264,45.60617681837212,52.372988542498646
images_png\202.png,no,-71.02614574193423,51.324896293138075,50.68483035271755
images_png\203.png,yes,66.8085006711882,46.891964433476204,49.410071621876135
images_png\204.png,no,15.614884670614407,51.762102740614786,47.63249683352748
images_png\205.png,no,-16.708759154231814,53.15238909242531,54.41673089711064
images_png\206.png,no,58.959721221005694,51.24506059066635,46.271088653454555
images_png\207.png,yes,-29.613906934144474,47.314077686905904,54.92109314126021
images_png\208.png,no,-7.556739283574373,53.76537395643134,48.318123582842674
images_png\209.png,no,-88.01164267038361,49.88846653218955,48.376229699917275
images_png\210.png,no,-58.584707935607106,50.51312068441717,48.10235580424098
images_png\211.png,no,-41.37956143989223,46.987119898318035,45.43437896826659
images_png\212.png,no,-73.89414941309708,49.99632388069188,51.6816793293952
images_png\213.png,yes,-20.73871602506693,52.81087025822403,52.811628494451874
images_png\214.png,yes,-29.028334999039263,53.994887416170606,52.633681126679946
images_png\215.png,no,-79.32177060668059,46.44854766808385,51.65950098336133
images_png\216.png,yes,-83.75489262713768,47.30482481690434,48.229106481325395
images_png\217.png,no,17.999991490564383,52.975755098024386,47.46171215875414
images_png\218.png,no,-88.42220290412689,46.5712338619701,46.43908792360698
images_png\219.png,yes,18.65915828210085,51.822127414853504,46.825344846371465
images_png\220.png,yes,-36.59727380827582,52.682746728698376,45.39325863388228
images_png\221.png,no,68.63893440117485,51.50547555912128,47.16522339772696
images_png\222.png,yes,1.6915741594661662,47.36773884729747,47.00402626523385
images_png\223.png,no,-89.02761423933904,48.90686025033665,50.87418882194372
images_png\224.png,yes,-50.429724211664386,47.450583406794266,47.193396644727834
images_png\225.png,yes,-24.836290153373078,53.93582603650657,47.04236907171287
images_png\226.png,yes,-85.80941703289415,50.72744733728069,48.67418394971623
images_png\227.png,no,2.596968371906219,52.6688746349493,52.259490342076525
images_png\228.png,no,-60.24895133831615,49.64413557211296,49.988909705998346
images_png\229.png,no,18.13236241623101,47.75216897598248,48.228156516057304
images_png\230.png,yes,-25.012048968312783,45.60777539044433,50.589736157444946
images_png\231.png,yes,54.182169111633115,49.094098094178705,52.2239098165216
images_png\232.png,no,7.0523350812085495,49.64295024568753,51.774089599689106
images_png\233.png,yes,10.186456545586896,49.2101019743888,50.12206201742746
images_png\234.png,no,5.135861467531798,50.890195439148386,49.61352578444747
images_png\235.png,no,83.4459217034177,51.8822573206299,54.32488800462071
images_png\236.png,no,36.32445362747595,47.30294910848197,52.86202292750398
images_png\237.png,yes,58.873480144697126,47.5524086019157,50.34979801592951
images_png\238.png,no,8.914699830702952,51.64005648864979,46.25182896284931
images_png\239.png,no,61.54237886047172,53.678079939141575,53.55104659417891
images_png\240.png,yes,-42.36587497158988,46.501218646367164,52.963984466069306
images_png\241.png,no,15.38930550658527,49.09394141783914,46.860999399783175
images_png\242.png,no,13.636344715250184,52.02534734938905,47.76197009679868
images_png\243.png,no,9.244373983606614,54.5318597712922,53.02874494602988
images_png\244.png,yes,59.10326508739453,50.03545630748963,52.212855460686626
images_png\245.png,yes,62.66790557243311,45.74080013763965,45.50522462036537
images_png\246.png,no,-84.86155895529272,46.48562306453702,45.01783560399984
images_png\247.png,yes,83.91641745361528,50.34983701450233,45.73981445372509
images_png\248.png,yes,-21.768070457040153,49.92238412141385,46.76548424459597
images_png\249.png,no,7.159278873964949,52.02929281758945,48.33710906129312
images_png\250.png,no,-76.12289776625305,48.936535410665385,50.73934550980128
images_png\251.png,no,59.860411047239424,51.553895719780044,47.74019420046732
images_png\252.png,no,51.229495396592576,48.762664145229394,46.70177602104239
images_png\253.png,yes,3.7778154909202706,52.283367281769856,45.14625541225939
images_png\254.png,no,-53.95613054350601,48.360850993325194,52.61164763768174
images_png\255.png,yes,-69.16458066040575,48.0870198685717,45.03077850103291
images_png\256.png,yes,0.5581426695021983,49.76460523130214,50.63111795652376
images_png\257.png,yes,-13.533113006752847,46.07643620910972,49.48680436000139
images_png\258.png,no,-50.92767030813147,50.289393169992096,49.914795428494806
images_png\259.png,yes,58.02791322044152,49.9053125013999,47.37340234290872
images_png\260.png,no,31.554837718644848,51.140481347547656,46.53070243521834
images_png\261.png,no,36.01022925890114,53.97225164079552,51.68304485621447
images_png\262.png,no,2.469009297239599,53.85709805696775,46.92339094187223
images_png\263.png,yes,13.398748638262354,47.287402371479345,45.514224728811136
images_png\264.png,yes,-40.1598096150753,54.01256764260421,50.307348443111486
images_png\265.png,yes,-43.200755806082604,47.53149845828798,45.837372628935604
images_png\266.png,no,22.969291582855924,50.0353263326745,48.98931814437893
images_png\267.png,yes,57.070650020560635,51.86872193641442,51.16924842882629
images_png\268.png,yes,-68.77290119358686,45.379390183707706,50.17108334441057
images_png\269.png,no,43.4782132986919,52.00298952738148,50.44730661158075
images_png\270.png,yes,-25.24119239893201,54.40667209003025,52.698112429336234
images_png\271.png,no,53.797441803472374,50.29878994757186,47.47640339921554
images_png\272.png,yes,7.8933014797870875,51.98109483650605,46.22437387450081
images_png\273.png,yes,46.478510856373276,46.743927162405384,54.932349989080166
images_png\274.png,yes,83.39360703193037,53.45342031980286,52.688635649314165
images_png\275.png,no,-71.16667890021591,51.746701210408816,50.56713407934909
images_png\276.png,no,34.19916837436958,49.05992881591108,52.79289677929736
images_png\277.png,no,-81.86061906890696,53.39593244456827,50.73551180790361
images_png\278.png,yes,-3.5527492431612737,45.94117748706151,49.642861649209415
images_png\279.png,no,42.502412042020886,48.70721188331465,49.2215014035749
images_png\280.png,yes,67.92376594474457,51.13946929140699,51.29067026283545
images_png\281.png,yes,29.63854680584256,52.90055938864285,47.817449409089996
images_png\282.png,yes,-6.6678935989983055,49.28199706273275,49.31326284050997
images_png\283.png,yes,42.72919951069809,50.952804340145406,51.322772593656495
images_png\284.png,yes,-31.209975031982648,51.4850572294874,46.40475474882532
images_png\285.png,no,87.40520750488017,47.70156306725854,47.44799250918433
images_png\286.png,no,-3.32985385800596,51.71241342420359,53.611634434277306
images_png\287.png,yes,-74.06799018087382,53.12869372698247,52.18377648362108
images_png\288.png,no,78.99801860858075,50.98989743200332,49.471401887545284
images_png\289.png,no,-46.72098521114232,49.4894857072531,50.75252709500141
images_png\290.png,no,58.7905453131094,53.271534185898524,49.29732427543376
images_png\291.png,no,11.724042629499179,46.74071752688694,52.49926626084455
images_png\292.png,yes,18.356532705643453,47.422513385989575,47.36069542867658
images_png\293.png,yes,12.464992739018259,51.143645200484144,48.269115026631816
images_png\294.png,no,75.18797855296444,50.954282727276535,49.89924967309033
images_png\295.png,no,-35.477658002524066,53.12261211325651,54.55651755204872
images_png\296.png,yes,53.531760804361355,48.28538866627076,48.11582379729352
images_png\297.png,no,-18.520002573457937,50.24137823716229,50.534885162812174
images_png\298.png,no,48.643414063631596,53.19846359910868,51.60759329604659
images_png\299.png,yes,73.39305534727683,47.2569016313495,49.708043450783904
images_png\300.png,yes,-59.78926448081425,51.86114014720606,46.32369555318649
images_png\301.png,no,3.204824803273227,54.32596093694786,54.372741826808976
images_png\302.png,yes,-38.179150850460815,47.85275019133062,45.24132064269191
images_png\303.png,yes,88.725804845872,45.05935585308717,50.607737242130945
images_png\304.png,no,68.95329291081512,51.37652869171781,51.31345444571473
images_png\305.png,no,-2.3692531657713807,47.85970433324896,46.55269294258522
images_png\306.png,no,37.808570657095316,53.09067707235499,48.774379680263515
images_png\307.png,yes,84.37456669544947,52.92368098894772,53.59608036854767
images_png\308.png,yes,33.7719223333498,53.35824853620898,53.937649670363804
images_png\309.png,no,79.58593306328501,54.19281304999012,49.2236460162658
images_png\310.png,no,-82.84199867606951,48.84668734443075,46.15096766867707
images_png\311.png,no,29.387432218877226,48.99762111121623,45.98099528597786
images_png\312.png,no,-84.37460687409329,46.015085080535606,47.32995697055307
images_png\313.png,yes,-72.07933915953869,48.84946186934309,46.926058588024276
images_png\314.png,yes,3.766259811992798,52.04931749469944,45.56215232049443
images_png\315.png,yes,73.9294690376292,51.368249143352685,53.22846966200814
images_png\316.png,no,32.614407998823566,51.462719269533366,46.71605667639959
images_png\317.png,yes,32.06089740104565,53.27870391849112,49.509393786803564
images_png\318.png,yes,-51.66666928847316,53.9820258416068,45.364329896886254
images_png\319.png,yes,-83.71711414648435,47.23982036511307,52.466630688533854
images_png\320.png,yes,73.70065775516169,45.78399311498736,53.93583526459848
images_png\321.png,no,6.9264816399619225,48.16580611384995,46.96235430392002
images_png\322.png,yes,-48.60716599390174,50.85393981648567,52.10974581095509
images_png\323.png,no,72.027213280585,49.19607963587502,46.964993721999306
images_png\324.png,no,-17.24978300795399,48.48752068393544,53.72392560463428
images_png\325.png,no,47.5187406220004,50.90604941519282,52.24376573884774
images_png\326.png,no,-7.46118931860317,52.71133983264802,48.092503003323024
images_png\327.png,no,22.961534983052886,53.29248066353649,51.50379079128984
images_png\328.png,yes,0.08376777264127588,48.782367006188835,45.73536807463783
images_png\329.png,no,63.1069410672705,53.92484205600817,49.732818000366954
images_png\330.png,yes,-88.03078406225306,50.1023591600479,47.3709163070678
images_png\331.png,no,90.20627670131596,47.98690724558296,54.689592055848884
images_png\332.png,yes,17.77727938240193,51.53287745379512,54.263853598990046
images_png\333.png,no,37.0627503681629,47.64873458107509,47.76670511543432
images_png\334.png,yes,-24.362141049782014,53.45741079300793,48.192392335071716
images_png\335.png,yes,-60.7807088333806,52.125955054057414,51.4401936824669
images_png\336.png,no,8.647721292811495,52.50491256490879,46.018584160202934
images_png\337.png,yes,-9.690677793050371,47.438183155798704,47.3010850437708
images_png\338.png,no,81.20243173600011,46.1161636327016,52.71738316087101
images_png\339.png,no,52.777257664431794,47.09171526070995,53.03450674112398
images_png\340.png,yes,22.080649411032205,54.719522548054336,49.7492721888069
images_png\341.png,yes,-11.45947692073645,48.6601440382293,54.38546562524022
images_png\342.png,no,-48.42991890961929,53.66042843503543,54.257213618374976
images_png\343.png,yes,-4.450824093799751,54.51506614939523,51.84024263868675
images_png\344.png,yes,54.99549914956815,45.211033821263385,51.152696190559475
images_png\345.png,yes,55.96673455826219,50.75876683557157,50.30065096910186
images_png\346.png,no,-8.33471593264421,47.124074196102356,47.448188618032134
images_png\347.png,yes,-45.78015239456373,54.27007714598052,53.37033363632349
images_png\348.png,yes,-33.666469573483546,49.90262437113953,48.251894902542645
images_png\349.png,yes,-65.3239746514391,52.049193963715446,50.80707059998877
images_png\350.png,yes,-8.16319305273001,45.15174285503346,47.86454920581756
images_png\351.png,no,53.72686196932053,45.64531114108991,47.24666623766602
images_png\352.png,yes,-4.706901321262935,45.323859923977125,47.729367221478
images_png\353.png,no,45.699032320093664,53.23600003638572,52.76488990554076
images_png\354.png,no,-25.501412175303553,53.712539073666356,54.963129582221924
images_png\355.png,yes,35.42011446540269,47.12032619064944,51.608544733703326
images_png\356.png,no,-46.61868356358151,46.842379160764196,48.441356339558354
images_png\357.png,yes,-70.53631483577146,50.32182679885005,47.85429517134314
images_png\358.png,yes,2.655120414371406,49.68476027009285,47.32019495230689
images_png\359.png,no,12.116554520365352,45.42721087344604,45.45077708942459
images_png\360.png,yes,-20.238374808412196,46.58216475605292,53.764749533256534
images_png\361.png,yes,68.31703776145872,53.34764955015906,46.23037082191354
images_png\362.png,yes,10.320109213340155,50.23037893704255,45.623197580936484
images_png\363.png,no,44.19412324127211,45.882857872440795,46.44182712550702
images_png\364.png,yes,-83.83553103308783,45.46345509888728,48.39798660403057
images_png\365.png,yes,67.50804640354933,53.61734053654118,50.03787804479924
images_png\366.png,yes,-29.913036357939994,51.12160280144074,52.64245535779456
images_png\367.png,no,72.48378420136791,48.15352102318622,50.941338358810434
images_png\368.png,yes,67.7524427698578,46.74664977911597,48.88145455603589
images_png\369.png,yes,-67.19700404748693,53.399398234151725,46.9273335392344
images_png\370.png,yes,72.44237559982227,46.96517567657109,51.33300900509755
images_png\371.png,no,49.64108819030681,48.86812783849759,48.37508430845814
images_png\372.png,no,-49.67323686400307,52.170424247204586,54.14062085197835
images_png\373.png,no,29.26195539707735,51.70278239057507,48.29388625117295
images_png\374.png,yes,80.4611878171208,49.23446371468054,53.095146477371486
images_png\375.png,yes,5.845121156005231,53.37675061956026,54.251674401508836
images_png\376.png,no,40.70588552052886,49.80467127068429,52.04702917159678
images_png\377.png,no,-41.6064651573801,47.074557026744415,45.9175820633905
images_png\378.png,no,55.53844405118664,45.041155372814764,54.19917697613769
images_png\379.png,yes,-47.091522352956396,53.975832841986346,54.89409078875253
images_png\380.png,yes,68.37009087281191,54.58553491639902,53.982564314461676
images_png\381.png,no,-46.78102274685715,51.03912939153522,53.21988709241749
images_png\382.png,yes,50.24174075451234,50.05258510167215,53.93573495383807
images_png\383.png,no,-20.56979782390631,51.4950611038074,46.076810842538315
images_png\384.png,yes,-50.78537225800744,48.84729485652042,47.973217612591746
images_png\385.png,no,-72.98434966923638,46.947230709678394,52.22219631229173
images_png\386.png,yes,-18.913704475077367,52.78854585193406,54.68781078362282
images_png\387.png,yes,18.722816421116836,46.00106174765838,54.299113400874944
images_png\388.png,no,50.41198021751622,48.424399477065755,48.312224693557766
images_png\389.png,no,-80.19781853695632,47.19457282731566,50.30588081464147
images_png\390.png,yes,-49.840723915844684,51.66812533083431,51.2566089687064
images_png\391.png,yes,-84.83502179154799,54.12461342102236,46.12372472122187
images_png\392.png,no,37.6192348175497,53.57279143275842,54.884910656151646
images_png\393.png,no,-51.24470099528435,51.801173115192064,52.75119834289911
images_png\394.png,no,-40.40117779896563,48.096337485662225,53.39402453729001
images_png\395.png,no,-41.371664465694266,48.221168339173175,54.32845228846871
images_png\396.png,no,21.50287292581941,46.90782952471719,49.02176804581438
images_png\397.png,no,-44.756473504139336,51.3902263303479,47.19787550049099
